CO,Benzene,NO2,Temperature,Humidity(%),Datetime
0.6,4.0,77,18.9,42.1,2004-05-29 08:00:00
1.4,6.0,77,20.7,31.6,2004-04-26 15:00:00
2.3,14.4,120,23.2,43.9,2004-03-07 08:00:00
0.6,2.3,84,9.0,64.3,2005-03-17 06:00:00
1.6,8.4,116,27.6,38.0,2004-07-15 10:00:00
5.4,28.6,145,20.2,48.6,2004-04-29 18:00:00
-200.0,-200.0,-200,-200.0,-200.0,2004-05-26 08:00:00
0.6,6.7,128,10.0,55.0,2005-01-19 14:00:00
-200.0,6.3,79,25.4,41.0,2004-07-20 02:00:00
1.6,7.4,150,10.1,34.4,2004-11-21 19:00:00
1.0,7.0,69,19.8,50.4,2004-11-06 06:00:00
-200.0,4.6,-200,19.3,68.4,2004-06-10 02:00:00
2.7,14.3,108,18.0,76.6,2004-10-30 10:00:00
-200.0,12.3,-200,25.3,44.6,2004-11-09 22:00:00
-200.0,13.5,-200,21.5,63.2,2004-01-10 21:00:00
1.3,2.4,-200,6.9,62.3,2004-12-13 03:00:00
0.8,1.8,88,1.2,51.9,2005-06-02 05:00:00
2.0,9.8,105,25.5,21.1,2004-05-16 10:00:00
1.8,14.0,112,31.6,16.4,2004-05-26 13:00:00
-200.0,18.4,102,24.2,46.4,2004-07-21 07:00:00
-200.0,8.7,-200,22.0,35.7,2004-10-16 16:00:00
2.1,7.7,170,5.7,33.9,2005-01-27 18:00:00
1.3,5.9,106,13.3,65.6,2005-03-22 00:00:00
-200.0,2.7,45,18.4,74.2,2004-10-31 04:00:00
-200.0,12.1,-200,28.9,23.7,2004-05-28 13:00:00
1.7,4.6,173,10.7,25.2,2005-06-02 12:00:00
4.6,19.4,174,16.3,68.7,2004-11-27 15:00:00
2.2,10.5,114,25.8,33.0,2004-07-18 00:00:00
1.1,10.7,96,21.7,46.9,2004-05-31 20:00:00
0.6,2.5,42,25.1,55.3,2004-08-14 02:00:00
-200.0,7.0,180,8.9,49.1,2005-01-23 16:00:00
0.8,3.4,49,26.6,29.0,2004-06-06 12:00:00
2.6,10.6,149,11.3,58.1,2005-07-01 12:00:00
0.2,4.3,28,20.6,39.9,2004-05-31 00:00:00
2.6,11.3,115,14.5,60.4,2004-07-12 21:00:00
2.3,13.0,117,26.2,24.4,2004-09-28 15:00:00
2.1,12.5,110,27.1,21.6,2004-05-14 14:00:00
1.9,11.0,133,24.2,26.5,2005-03-23 13:00:00
0.8,2.6,56,22.0,41.7,2004-06-13 16:00:00
2.5,13.9,72,23.7,46.2,2004-07-09 07:00:00
4.1,27.3,136,24.8,38.4,2004-07-07 07:00:00
1.5,6.0,152,10.3,74.0,2005-01-18 21:00:00
1.6,9.7,74,19.4,69.3,2004-01-10 01:00:00
-200.0,11.4,-200,31.7,36.7,2004-05-08 10:00:00
1.5,15.1,198,7.1,77.3,2005-01-22 02:00:00
1.0,3.6,58,22.7,30.2,2004-09-26 12:00:00
1.0,4.5,85,15.9,55.3,2004-05-13 06:00:00
4.3,23.1,137,10.0,75.0,2004-11-26 08:00:00
0.7,3.9,85,40.2,17.7,2004-01-08 15:00:00
3.2,21.6,112,21.3,63.5,2004-09-23 07:00:00
2.2,7.1,88,12.5,81.8,2004-04-17 01:00:00
2.3,13.0,80,28.5,42.4,2004-09-10 11:00:00
3.1,15.3,88,23.8,65.0,2004-01-11 16:00:00
4.0,12.3,179,15.6,58.0,2005-03-20 21:00:00
1.5,6.7,78,32.3,30.4,2004-06-26 18:00:00
1.9,8.5,128,10.3,32.6,2004-12-22 13:00:00
1.2,5.9,70,20.4,55.8,2004-06-06 08:00:00
1.2,12.1,111,30.7,23.4,2004-05-31 15:00:00
2.2,13.6,119,25.7,33.5,2004-07-16 23:00:00
-200.0,15.7,-200,25.9,44.2,2004-07-10 13:00:00
4.4,20.4,188,27.5,38.1,2004-09-19 19:00:00
-200.0,18.1,167,32.2,32.6,2004-07-30 10:00:00
-200.0,17.9,171,31.8,19.4,2004-07-29 10:00:00
1.8,8.1,162,14.0,16.8,2005-08-03 13:00:00
1.5,7.6,57,28.1,54.1,2004-11-08 23:00:00
2.6,9.6,125,10.6,51.2,2004-12-12 21:00:00
1.3,4.3,-200,12.2,74.5,2004-12-18 03:00:00
9.1,36.3,252,6.2,56.9,2004-12-23 20:00:00
1.9,-200.0,81,-200.0,-200.0,2004-01-04 15:00:00
2.2,11.4,-200,26.0,45.3,2004-04-09 00:00:00
1.5,6.5,79,31.1,38.8,2004-08-08 19:00:00
-200.0,6.7,91,11.3,63.9,2004-03-24 15:00:00
2.3,11.7,-200,29.6,27.5,2004-06-09 17:00:00
-200.0,0.5,30,6.9,39.1,2005-02-15 04:00:00
0.9,2.3,109,3.1,29.1,2005-01-03 11:00:00
2.1,9.6,96,27.0,27.9,2004-12-07 13:00:00
1.4,8.4,77,23.5,57.7,2004-10-29 10:00:00
-200.0,2.2,-200,14.3,70.1,2004-04-19 05:00:00
2.7,12.5,90,25.8,56.1,2004-01-11 12:00:00
-200.0,27.8,-200,22.0,58.3,2004-09-14 07:00:00
-200.0,3.0,-200,12.6,79.9,2004-04-17 04:00:00
1.3,3.9,91,11.3,41.8,2004-11-16 00:00:00
0.6,0.8,65,3.8,41.0,2005-07-02 04:00:00
3.4,17.4,160,13.7,66.8,2004-11-24 16:00:00
3.2,-200.0,123,-200.0,-200.0,2004-01-10 14:00:00
2.9,15.4,135,21.1,33.4,2004-03-17 11:00:00
2.4,9.3,84,17.3,68.3,2004-01-05 01:00:00
3.2,23.2,119,28.5,32.5,2004-08-07 08:00:00
2.1,12.8,122,35.4,27.8,2004-06-29 11:00:00
1.1,5.8,115,12.6,30.6,2005-02-14 15:00:00
2.2,3.3,87,15.4,62.0,2005-03-23 02:00:00
4.9,27.7,215,5.0,79.6,2005-01-18 18:00:00
2.1,12.0,142,32.8,25.2,2004-07-16 11:00:00
2.4,15.3,168,39.6,13.2,2004-06-07 16:00:00
2.8,12.6,204,9.7,36.0,2005-02-18 18:00:00
2.6,13.1,107,33.2,23.7,2004-06-16 17:00:00
1.3,7.8,53,20.8,66.7,2004-09-10 05:00:00
5.0,27.5,107,24.7,58.7,2004-10-21 20:00:00
8.4,44.5,149,21.0,64.9,2004-10-25 18:00:00
0.9,6.4,83,31.2,23.4,2004-10-07 11:00:00
3.6,22.4,105,20.3,61.4,2004-05-11 19:00:00
1.6,8.3,95,21.9,30.7,2004-09-27 12:00:00
1.1,3.1,105,7.7,54.4,2005-02-20 22:00:00
2.1,8.9,89,15.0,41.7,2004-04-26 08:00:00
-200.0,3.7,-200,19.4,64.5,2004-08-22 05:00:00
-200.0,2.6,-200,28.0,34.9,2004-08-21 09:00:00
0.6,1.2,62,12.4,31.3,2004-11-14 13:00:00
1.1,3.3,81,12.3,46.8,2004-03-28 21:00:00
-200.0,4.8,-200,22.7,58.1,2004-08-29 08:00:00
3.4,19.3,95,26.6,42.8,2004-03-11 11:00:00
1.3,6.1,55,20.1,70.5,2004-11-10 00:00:00
-200.0,3.3,-200,35.1,34.6,2004-08-20 15:00:00
2.3,13.2,-200,38.3,21.5,2004-04-09 12:00:00
5.0,21.7,144,14.7,47.0,2004-04-13 19:00:00
1.6,6.7,76,19.5,42.3,2004-03-20 16:00:00
2.1,9.4,86,14.1,84.1,2004-03-12 02:00:00
1.1,5.1,-200,26.4,35.1,2004-05-09 04:00:00
0.9,1.4,74,7.0,39.8,2005-08-02 01:00:00
5.1,29.3,131,20.4,55.7,2004-12-05 13:00:00
2.2,14.3,152,36.5,18.1,2004-07-15 16:00:00
-200.0,7.8,-200,17.9,43.7,2004-04-22 23:00:00
2.9,12.0,128,21.3,30.8,2004-03-14 17:00:00
0.8,2.2,51,15.4,43.0,2004-04-27 00:00:00
3.4,20.2,139,20.7,40.0,2004-05-21 09:00:00
5.4,24.1,190,10.2,82.3,2004-11-11 10:00:00
2.8,12.5,211,14.8,51.0,2005-03-13 20:00:00
1.7,9.8,73,20.3,68.1,2004-10-22 23:00:00
1.2,6.5,102,16.0,58.3,2004-05-14 05:00:00
-200.0,2.7,-200,17.8,69.8,2004-05-10 03:00:00
2.3,-200.0,148,-200.0,-200.0,2005-11-02 00:00:00
1.1,5.7,71,20.1,47.8,2004-08-24 06:00:00
1.6,11.7,102,29.0,27.0,2004-07-18 22:00:00
1.9,6.2,198,4.3,79.8,2005-02-23 09:00:00
1.0,3.4,66,10.5,77.8,2004-11-24 05:00:00
1.0,-200.0,68,-200.0,-200.0,2004-08-26 21:00:00
-200.0,22.4,-200,4.9,70.7,2004-09-11 08:00:00
4.8,22.8,157,13.0,61.6,2004-03-19 08:00:00
0.6,3.3,-200,23.5,47.8,2004-06-07 03:00:00
1.7,5.9,97,8.3,58.5,2004-12-03 00:00:00
1.1,4.8,64,8.1,70.4,2004-08-04 06:00:00
1.0,2.1,82,6.3,49.6,2005-02-18 02:00:00
2.2,12.1,93,30.2,43.2,2004-08-25 10:00:00
3.9,15.9,178,12.3,41.2,2005-04-03 17:00:00
4.2,19.6,165,15.8,42.4,2004-03-13 19:00:00
1.2,5.3,83,15.1,58.2,2004-03-04 02:00:00
-200.0,1.3,-200,18.1,64.6,2004-03-06 03:00:00
1.1,2.0,123,6.3,28.8,2005-01-30 18:00:00
-200.0,13.9,-200,38.8,17.6,2004-03-09 16:00:00
0.6,2.4,-200,18.3,66.9,2004-12-10 03:00:00
0.8,3.6,-200,22.9,57.7,2004-06-24 03:00:00
4.5,20.4,231,10.1,59.9,2005-12-02 23:00:00
2.9,17.2,130,29.0,39.6,2004-09-23 13:00:00
2.4,12.2,112,20.4,58.1,2004-10-28 11:00:00
2.4,11.6,105,12.1,45.6,2004-03-26 18:00:00
1.5,7.6,94,19.8,47.7,2004-07-13 00:00:00
1.3,7.1,172,10.6,34.2,2005-01-24 16:00:00
1.5,9.6,73,14.5,65.7,2004-12-05 06:00:00
4.2,19.9,145,16.7,57.4,2004-03-15 21:00:00
0.8,2.4,90,5.7,50.1,2005-11-03 03:00:00
-200.0,10.3,100,30.1,45.0,2004-03-08 20:00:00
3.3,15.3,-200,27.4,30.8,2004-07-09 20:00:00
-200.0,13.3,-200,17.9,35.8,2004-04-14 19:00:00
0.7,4.4,50,23.3,55.5,2004-08-25 05:00:00
1.2,7.6,52,18.1,72.3,2004-10-23 06:00:00
2.1,15.4,132,40.1,17.5,2004-07-23 12:00:00
2.4,16.9,164,8.5,57.8,2004-11-22 22:00:00
0.6,1.9,63,13.9,78.0,2005-03-28 06:00:00
0.6,4.7,85,22.6,31.0,2004-07-18 08:00:00
-200.0,2.1,-200,35.1,15.7,2004-08-22 13:00:00
4.0,16.3,180,12.3,32.0,2004-11-15 20:00:00
0.9,5.9,74,22.0,51.0,2004-10-07 07:00:00
1.4,5.0,136,9.0,44.9,2005-02-17 16:00:00
2.1,12.2,143,33.6,19.6,2004-10-09 15:00:00
1.7,6.7,103,18.9,70.4,2004-10-29 20:00:00
2.0,4.6,103,12.1,75.5,2004-05-12 19:00:00
1.9,6.4,155,11.6,68.3,2005-03-19 01:00:00
2.8,10.9,112,23.3,34.5,2004-12-07 20:00:00
-200.0,5.8,87,15.4,57.8,2004-03-21 04:00:00
4.5,25.5,119,22.3,62.5,2004-10-22 20:00:00
1.4,5.7,154,12.9,20.6,2005-07-02 12:00:00
2.2,11.5,109,25.3,39.4,2004-06-15 21:00:00
3.7,19.1,191,25.4,33.3,2004-09-29 11:00:00
1.5,9.4,68,12.9,66.5,2004-04-29 06:00:00
0.3,0.6,40,6.6,51.3,2005-01-24 05:00:00
2.3,8.6,116,13.6,61.4,2004-07-04 09:00:00
6.6,29.0,208,9.4,41.3,2004-12-23 17:00:00
3.3,10.5,200,14.1,60.8,2005-03-19 21:00:00
2.3,12.4,111,20.8,34.5,2004-05-14 22:00:00
3.3,9.8,172,7.8,41.3,2005-01-02 21:00:00
-200.0,-200.0,-200,-200.0,-200.0,2004-08-09 03:00:00
1.5,7.0,94,25.2,40.8,2004-08-25 23:00:00
-200.0,13.4,130,39.8,16.0,2004-07-20 13:00:00
4.9,20.2,161,18.3,40.9,2004-01-04 20:00:00
1.6,6.2,170,4.8,39.6,2005-02-03 22:00:00
-200.0,4.1,-200,17.6,69.5,2004-05-10 05:00:00
2.3,12.3,100,21.4,47.7,2004-04-05 13:00:00
0.4,1.5,31,15.5,51.5,2004-07-11 06:00:00
1.9,10.3,98,18.8,36.8,2004-06-04 16:00:00
2.4,-200.0,115,-200.0,-200.0,2004-12-15 20:00:00
-200.0,5.2,-200,14.0,76.6,2004-10-19 03:00:00
3.7,21.5,198,37.1,26.9,2004-06-29 17:00:00
1.9,11.0,-200,23.4,51.6,2004-04-09 08:00:00
-200.0,24.8,135,24.8,43.2,2004-07-20 07:00:00
2.8,13.6,199,12.5,71.3,2004-11-11 13:00:00
2.3,10.4,160,25.0,23.4,2005-03-18 14:00:00
3.3,15.5,192,7.6,59.8,2005-04-03 11:00:00
3.8,18.1,145,16.4,53.2,2005-09-01 15:00:00
1.9,6.7,93,13.4,69.6,2004-04-16 01:00:00
4.0,21.5,171,33.3,23.6,2004-01-09 18:00:00
-200.0,6.3,-200,16.0,56.2,2004-04-18 01:00:00
2.6,9.6,115,11.9,88.7,2004-04-12 15:00:00
-200.0,11.5,99,41.6,14.5,2004-07-21 17:00:00
0.8,5.8,44,26.0,54.9,2004-06-30 02:00:00
-200.0,2.9,-200,22.7,60.8,2004-08-31 02:00:00
0.4,5.2,122,11.7,62.1,2005-03-14 01:00:00
-200.0,6.6,-200,38.5,18.0,2004-08-17 13:00:00
3.7,18.9,138,20.8,22.5,2004-03-30 12:00:00
0.8,5.0,69,18.1,72.5,2004-09-22 05:00:00
-200.0,0.8,27,16.1,55.9,2004-03-22 04:00:00
-200.0,2.7,-200,16.4,70.3,2004-10-17 01:00:00
2.1,6.4,130,5.7,59.9,2005-01-01 22:00:00
1.4,8.5,90,36.3,17.5,2004-06-26 12:00:00
1.5,6.2,123,15.4,54.0,2005-03-20 10:00:00
-200.0,9.3,-200,13.8,58.3,2004-08-05 22:00:00
0.8,-200.0,-200,-200.0,-200.0,2005-04-01 03:00:00
3.6,22.0,109,23.7,50.5,2004-01-06 17:00:00
3.0,19.1,84,22.5,74.9,2004-06-08 08:00:00
0.9,2.9,100,4.0,80.8,2005-02-24 02:00:00
-200.0,8.7,-200,34.0,33.2,2004-04-08 18:00:00
0.9,5.5,71,35.8,13.4,2004-04-07 18:00:00
1.6,5.6,115,12.5,63.7,2005-06-01 00:00:00
2.9,16.7,159,27.8,26.6,2004-07-14 21:00:00
-200.0,8.3,90,34.7,26.5,2004-07-26 12:00:00
2.1,10.0,-200,36.6,22.6,2004-04-09 18:00:00
2.8,10.9,114,16.9,46.1,2004-03-14 11:00:00
0.9,4.4,-200,25.6,37.6,2004-05-09 05:00:00
1.6,6.5,-200,15.2,57.9,2004-03-21 03:00:00
3.3,15.9,127,16.9,52.3,2004-02-04 10:00:00
3.1,13.3,90,19.5,57.4,2004-06-11 21:00:00
-200.0,6.0,92,16.2,71.2,2005-03-26 04:00:00
2.4,13.4,93,20.7,42.4,2004-10-05 12:00:00
2.8,8.8,161,4.7,69.0,2005-02-26 00:00:00
2.7,15.0,49,18.4,78.1,2004-01-11 05:00:00
-200.0,7.4,-200,3.7,76.2,2004-09-11 07:00:00
1.0,5.2,62,18.3,66.5,2004-06-06 07:00:00
-200.0,2.7,34,26.3,40.9,2004-07-21 04:00:00
1.5,6.2,117,11.1,70.2,2005-06-01 09:00:00
1.4,3.4,125,2.8,49.0,2005-01-29 20:00:00
1.0,3.0,104,6.6,40.2,2005-01-27 12:00:00
1.9,6.4,110,7.7,59.7,2004-12-03 01:00:00
0.8,3.6,62,14.2,66.2,2004-03-21 07:00:00
2.5,12.1,128,17.1,66.9,2005-03-26 00:00:00
0.9,5.1,43,22.9,62.6,2004-07-08 07:00:00
-200.0,9.3,-200,17.5,53.8,2004-03-04 23:00:00
2.6,10.9,130,14.7,49.3,2004-03-13 23:00:00
2.4,13.3,74,18.8,70.6,2004-04-11 23:00:00
1.0,4.7,54,35.1,25.2,2004-07-08 14:00:00
1.7,5.4,116,12.3,64.6,2005-06-01 01:00:00
2.9,13.1,-200,24.4,35.2,2004-04-06 20:00:00
2.1,7.9,222,7.5,33.8,2005-07-02 10:00:00
5.5,-200.0,212,-200.0,-200.0,2004-12-16 14:00:00
2.0,7.7,97,13.4,64.6,2004-07-05 22:00:00
1.5,9.6,95,22.2,49.5,2004-10-07 01:00:00
1.1,2.8,77,11.3,81.0,2004-05-12 17:00:00
2.6,20.1,223,7.3,76.8,2005-01-22 00:00:00
0.4,2.4,43,21.5,45.6,2004-08-16 05:00:00
1.0,4.8,63,20.4,60.4,2004-10-28 22:00:00
1.7,9.6,95,15.8,56.2,2004-10-05 22:00:00
1.6,6.7,136,13.3,28.9,2005-05-03 13:00:00
1.4,12.5,94,16.9,80.9,2004-01-06 07:00:00
2.5,13.0,121,27.3,35.3,2004-06-23 21:00:00
0.4,3.7,64,25.5,25.9,2004-05-30 10:00:00
0.6,2.4,49,22.4,39.0,2004-06-13 15:00:00
1.1,3.4,127,13.6,30.8,2005-01-04 23:00:00
2.1,9.3,108,13.5,54.1,2004-04-13 21:00:00
0.8,-200.0,-200,-200.0,-200.0,2005-09-02 03:00:00
0.9,3.0,-200,31.9,26.8,2004-05-09 10:00:00
2.8,13.8,98,17.8,39.9,2004-09-25 23:00:00
3.3,16.0,210,8.5,39.0,2005-02-18 19:00:00
1.6,8.0,103,7.7,76.8,2005-01-13 07:00:00
0.5,2.8,45,23.7,46.7,2004-08-26 05:00:00
2.0,11.8,107,18.8,47.7,2004-04-23 23:00:00
2.1,8.2,111,10.0,34.2,2004-12-22 12:00:00
0.5,1.1,35,14.5,43.7,2005-01-04 02:00:00
0.9,4.4,45,14.8,78.7,2004-10-28 02:00:00
-200.0,7.3,-200,16.4,77.1,2004-10-14 21:00:00
1.4,5.0,131,3.0,60.2,2005-01-18 01:00:00
3.9,15.4,146,5.5,83.5,2005-07-01 22:00:00
2.0,7.2,159,13.3,60.5,2005-03-18 22:00:00
1.0,4.7,50,34.3,22.5,2004-08-23 13:00:00
2.3,11.4,121,17.9,51.4,2004-11-29 16:00:00
5.2,26.6,166,11.4,68.0,2005-01-13 18:00:00
0.6,1.2,-200,3.9,39.9,2005-07-02 03:00:00
4.3,16.4,212,14.5,33.8,2004-11-16 10:00:00
-200.0,13.9,-200,24.8,61.6,2004-09-14 19:00:00
2.7,17.6,162,29.8,33.1,2004-08-07 10:00:00
1.3,5.2,101,11.7,69.8,2005-11-01 07:00:00
2.7,8.8,112,7.6,73.0,2005-01-14 00:00:00
-200.0,2.8,-200,20.0,62.9,2004-06-10 04:00:00
1.0,4.4,74,18.1,44.7,2004-04-28 01:00:00
2.5,9.6,129,5.8,49.8,2004-12-19 11:00:00
2.1,11.4,112,23.1,41.5,2004-06-21 21:00:00
-200.0,3.1,-200,20.5,78.2,2004-09-15 02:00:00
3.9,-200.0,240,-200.0,-200.0,2005-09-02 19:00:00
1.1,4.3,128,3.1,68.6,2005-05-03 06:00:00
0.9,5.3,60,29.9,22.0,2004-05-16 14:00:00
-200.0,0.8,43,11.8,56.0,2005-04-04 04:00:00
4.2,21.7,184,6.4,82.9,2005-01-18 20:00:00
2.7,14.6,153,21.3,37.8,2005-03-24 18:00:00
0.6,5.0,62,33.1,16.8,2004-10-07 14:00:00
3.5,21.0,106,26.4,50.8,2004-08-25 08:00:00
1.4,5.0,130,8.3,47.8,2005-02-17 13:00:00
2.1,10.3,121,14.5,57.8,2004-03-18 22:00:00
2.6,3.5,117,10.8,17.0,2004-11-20 02:00:00
-200.0,16.4,-200,19.8,39.5,2004-04-21 21:00:00
1.8,8.2,102,23.4,44.4,2004-05-06 20:00:00
0.4,0.6,45,4.5,63.1,2005-07-03 05:00:00
2.8,14.2,123,22.8,41.9,2004-06-22 09:00:00
-200.0,11.1,104,25.7,46.1,2004-07-30 00:00:00
0.8,3.3,99,7.5,70.9,2005-03-16 06:00:00
-200.0,3.7,-200,28.5,29.4,2004-08-21 17:00:00
-200.0,11.0,-200,38.0,24.7,2004-03-08 16:00:00
-200.0,5.2,-200,8.6,45.1,2004-12-30 19:00:00
2.9,15.8,133,28.0,19.1,2004-03-16 17:00:00
2.0,10.6,131,25.4,30.5,2004-08-09 23:00:00
1.6,6.9,99,10.0,68.7,2004-04-13 06:00:00
1.3,8.5,62,22.2,45.0,2004-08-16 07:00:00
0.9,1.9,90,1.1,35.4,2005-02-28 22:00:00
-200.0,31.9,-200,29.7,33.1,2004-05-10 17:00:00
4.6,17.8,184,11.2,70.8,2004-12-25 18:00:00
3.2,17.0,182,12.4,28.3,2005-01-17 15:00:00
0.9,2.1,90,6.9,39.6,2005-08-02 00:00:00
6.1,24.2,148,16.8,49.8,2004-04-15 20:00:00
-200.0,13.2,118,29.1,38.9,2004-07-30 21:00:00
-200.0,13.6,131,29.6,26.1,2004-07-28 20:00:00
2.3,8.2,204,7.8,37.6,2005-07-02 19:00:00
1.0,2.9,78,13.0,59.6,2004-12-04 10:00:00
-200.0,0.9,30,14.0,33.7,2004-05-25 04:00:00
-200.0,5.1,-200,22.4,36.0,2004-10-17 16:00:00
0.8,5.1,69,25.7,33.9,2004-07-07 02:00:00
0.9,-200.0,-200,-200.0,-200.0,2004-12-15 03:00:00
-200.0,9.2,191,7.9,41.6,2005-01-23 13:00:00
2.4,14.2,132,36.6,27.1,2004-01-07 12:00:00
-200.0,23.5,-200,21.3,50.1,2004-09-30 11:00:00
3.0,11.1,151,5.2,70.0,2005-01-15 23:00:00
-200.0,19.7,130,23.6,48.0,2004-04-11 11:00:00
-200.0,13.6,-200,15.6,55.4,2004-10-14 08:00:00
-200.0,2.8,57,24.8,48.0,2004-06-29 04:00:00
2.1,9.9,132,11.9,21.3,2004-12-18 19:00:00
2.8,11.1,199,5.1,36.4,2005-02-03 21:00:00
2.4,11.0,104,14.5,62.3,2004-07-12 22:00:00
0.4,2.2,40,21.7,46.8,2004-06-23 05:00:00
0.3,0.9,14,15.4,53.7,2004-09-25 05:00:00
0.6,4.3,34,37.4,28.2,2004-01-08 12:00:00
3.9,17.0,135,18.4,36.9,2004-04-15 12:00:00
1.8,8.4,164,11.6,30.9,2005-02-18 16:00:00
1.2,5.9,68,16.0,61.6,2004-02-05 08:00:00
2.8,12.5,125,27.3,47.1,2004-07-31 09:00:00
2.0,5.5,185,5.9,40.2,2005-01-27 10:00:00
2.0,10.3,-200,26.7,43.0,2004-04-09 09:00:00
2.5,9.6,204,7.9,28.0,2005-07-03 18:00:00
2.3,11.8,125,23.0,46.2,2004-09-07 23:00:00
-200.0,3.4,-200,20.5,78.0,2004-09-15 04:00:00
-200.0,2.8,-200,8.8,81.2,2004-12-29 01:00:00
2.6,12.9,140,17.0,57.5,2004-12-11 17:00:00
1.1,4.9,-200,19.5,42.3,2004-06-26 03:00:00
3.0,13.3,267,7.6,70.8,2005-02-24 16:00:00
5.0,24.6,251,11.0,55.1,2005-12-02 19:00:00
0.8,4.1,50,24.9,50.6,2004-07-22 05:00:00
0.7,1.3,-200,10.1,47.8,2004-03-29 03:00:00
0.8,3.4,-200,26.6,43.0,2004-02-07 03:00:00
1.7,5.9,115,3.7,68.9,2005-01-16 04:00:00
6.1,30.7,132,15.0,74.4,2004-03-12 20:00:00
0.2,1.2,40,19.8,50.3,2004-06-22 04:00:00
1.4,-200.0,88,-200.0,-200.0,2004-08-27 14:00:00
-200.0,3.8,-200,25.4,54.4,2004-05-08 02:00:00
-200.0,0.8,31,10.1,76.8,2004-03-23 04:00:00
2.8,15.6,158,33.6,28.7,2004-02-07 10:00:00
1.4,9.9,74,26.4,44.5,2004-07-24 02:00:00
1.7,8.8,81,24.8,25.3,2004-04-27 11:00:00
5.0,21.5,180,8.8,74.6,2005-07-01 18:00:00
0.4,1.1,51,11.3,58.9,2005-04-04 03:00:00
0.7,2.4,71,13.1,67.7,2004-12-11 02:00:00
5.6,31.4,133,18.2,66.1,2004-09-21 07:00:00
-200.0,7.3,-200,22.6,62.6,2004-08-29 02:00:00
1.2,4.8,68,26.0,48.0,2004-07-26 01:00:00
3.9,22.0,108,19.7,51.9,2004-12-05 10:00:00
1.2,5.1,70,31.1,26.1,2004-09-19 15:00:00
1.7,11.0,86,29.0,36.6,2004-07-23 22:00:00
0.8,2.2,73,11.0,42.6,2004-11-16 02:00:00
-200.0,2.3,-200,25.4,54.6,2004-05-08 03:00:00
2.2,10.3,126,17.3,60.8,2005-03-26 22:00:00
0.6,1.3,85,3.6,44.5,2005-07-02 06:00:00
-200.0,8.7,101,24.5,28.0,2004-07-28 00:00:00
1.2,6.0,65,28.6,53.7,2004-12-08 22:00:00
4.8,16.6,217,11.9,42.3,2005-04-03 16:00:00
1.5,6.1,-200,12.3,69.7,2004-08-12 03:00:00
1.1,3.8,80,14.0,84.1,2004-03-12 04:00:00
-200.0,28.1,-200,23.8,59.9,2004-10-20 12:00:00
4.3,21.8,233,36.9,17.9,2004-07-07 18:00:00
4.9,24.3,174,20.4,51.9,2005-03-25 18:00:00
2.1,9.2,118,21.5,43.4,2004-11-13 15:00:00
0.7,2.3,37,31.2,36.3,2004-07-25 16:00:00
1.9,8.5,103,16.6,51.3,2004-09-27 00:00:00
2.8,12.3,113,15.4,52.1,2004-03-20 11:00:00
-200.0,6.8,77,23.6,31.9,2004-07-28 01:00:00
1.2,5.1,76,15.7,57.6,2004-03-22 07:00:00
-200.0,10.2,108,36.8,27.2,2004-05-08 12:00:00
2.0,14.3,80,21.6,44.1,2004-05-07 07:00:00
6.4,-200.0,168,-200.0,-200.0,2004-12-24 19:00:00
1.1,2.4,95,8.8,52.1,2005-01-19 22:00:00
0.7,2.5,-200,12.5,67.5,2004-03-19 03:00:00
-200.0,2.2,-200,23.6,33.2,2004-07-28 03:00:00
-200.0,10.6,-200,11.3,46.5,2004-09-11 12:00:00
1.6,8.4,95,34.9,33.4,2004-07-08 18:00:00
0.3,0.7,25,13.9,30.9,2004-12-04 04:00:00
0.6,3.8,30,23.0,51.1,2004-05-06 21:00:00
3.1,16.5,204,13.2,23.9,2005-08-03 18:00:00
0.3,4.3,55,26.8,32.3,2004-07-19 01:00:00
8.3,31.7,178,10.4,79.3,2004-11-23 21:00:00
3.8,21.8,176,26.4,26.4,2004-09-28 12:00:00
3.4,15.1,219,25.6,21.7,2005-03-18 16:00:00
3.5,20.0,97,16.7,73.8,2004-10-28 09:00:00
3.5,17.2,139,26.5,35.0,2004-06-16 20:00:00
-200.0,8.7,-200,19.9,42.0,2004-10-16 17:00:00
4.0,11.5,149,7.9,37.1,2004-12-20 20:00:00
-200.0,7.7,-200,17.5,54.6,2004-04-18 17:00:00
2.0,11.1,177,6.3,44.8,2004-11-20 08:00:00
0.7,3.5,37,26.1,50.8,2004-08-15 00:00:00
3.2,15.3,125,15.7,60.2,2004-03-15 22:00:00
1.4,7.3,98,9.2,78.5,2005-12-01 06:00:00
-200.0,6.2,82,32.6,22.5,2004-07-27 15:00:00
-200.0,20.3,-200,25.8,26.7,2004-05-27 19:00:00
1.8,8.1,110,7.5,71.7,2005-05-01 06:00:00
-200.0,11.6,-200,19.8,41.5,2004-10-17 18:00:00
1.4,5.2,168,6.0,40.2,2005-05-02 20:00:00
4.2,24.5,226,38.8,24.2,2004-06-30 17:00:00
-200.0,3.3,51,18.8,58.6,2004-06-17 04:00:00
0.6,3.6,58,21.6,45.0,2004-07-17 05:00:00
0.7,2.7,63,18.0,34.7,2004-07-11 11:00:00
0.6,2.4,-200,25.6,63.5,2004-12-08 03:00:00
1.6,7.9,100,27.2,41.1,2004-06-27 09:00:00
3.4,15.8,135,23.7,30.0,2004-05-18 20:00:00
